timestamp (in seconds),bus_trip_no,status,bus_stop_no,stop_id,stop_name,latitude,longitude,distance
73408,1,DISPATCHED_FROM,1,14232,Cleveland Ave Park & Ride,45.503106,-122.418964,0.0
73409,1,TRANSIT_TO,2,14233,Gresham Central Transit Center,45.50310665714286,-122.41897474436091,0.8405220081022167
73410,1,TRANSIT_TO,2,14233,Gresham Central Transit Center,45.503107314285714,-122.4189854887218,1.6810440162044333
73411,1,TRANSIT_TO,2,14233,Gresham Central Transit Center,45.50310797142858,-122.41899623308271,2.52156602430665
73412,1,TRANSIT_TO,2,14233,Gresham Central Transit Center,45.50310862857143,-122.41900697744362,3.3620880324088667
73413,1,TRANSIT_TO,2,14233,Gresham Central Transit Center,45.50310928571429,-122.41901772180451,4.202610040511083
73414,1,TRANSIT_TO,2,14233,Gresham Central Transit Center,45.503109942857144,-122.41902846616541,5.0431320486133
73415,1,TRANSIT_TO,2,14233,Gresham Central Transit Center,45.5031106,-122.41903921052632,5.883654056715517
73416,1,TRANSIT_TO,2,14233,Gresham Central Transit Center,45.50311125714286,-122.41904995488721,6.724176064817733
73417,1,TRANSIT_TO,2,14233,Gresham Central Transit Center,45.50311191428572,-122.41906069924812,7.56469807291995
73418,1,TRANSIT_TO,2,14233,Gresham Central Transit Center,45.503112571428574,-122.41907144360903,8.405220081022167
73419,1,TRANSIT_TO,2,14233,Gresham Central Transit Center,45.50311322857143,-122.41908218796993,9.245742089124384
73420,1,TRANSIT_TO,2,14233,Gresham Central Transit Center,45.503113885714285,-122.41909293233083,10.0862640972266
73421,1,TRANSIT_TO,2,14233,Gresham Central Transit Center,45.50311454285715,-122.41910367669173,10.926786105328816
73422,1,TRANSIT_TO,2,14233,Gresham Central Transit Center,45.5031152,-122.41911442105264,11.767308113431033
73423,1,TRANSIT_TO,2,14233,Gresham Central Transit Center,45.50311585714286,-122.41912516541353,12.607830121533251
73424,1,TRANSIT_TO,2,14233,Gresham Central Transit Center,45.503116514285715,-122.41913590977444,13.448352129635467
73425,1,TRANSIT_TO,2,14233,Gresham Central Transit Center,45.50311717142857,-122.41914665413535,14.288874137737682
73426,1,TRANSIT_TO,2,14233,Gresham Central Transit Center,45.50311782857143,-122.41915739849624,15.1293961458399
73427,1,TRANSIT_TO,2,14233,Gresham Central Transit Center,45.50311848571429,-122.41916814285715,15.969918153942118
73428,1,TRANSIT_TO,2,14233,Gresham Central Transit Center,45.503119142857145,-122.41917888721805,16.810440162044333
73429,1,TRANSIT_TO,2,14233,Gresham Central Transit Center,45.5031198,-122.41918963157894,17.65096217014655
73430,1,TRANSIT_TO,2,14233,Gresham Central Transit Center,45.503120457142856,-122.41920037593985,18.49148417824877
73431,1,TRANSIT_TO,2,14233,Gresham Central Transit Center,45.50312111428572,-122.41921112030076,19.332006186350984
73432,1,TRANSIT_TO,2,14233,Gresham Central Transit Center,45.503121771428575,-122.41922186466165,20.1725281944532
73433,1,TRANSIT_TO,2,14233,Gresham Central Transit Center,45.50312242857143,-122.41923260902256,21.013050202555416
73434,1,TRANSIT_TO,2,14233,Gresham Central Transit Center,45.503123085714286,-122.41924335338346,21.85357221065763
73435,1,TRANSIT_TO,2,14233,Gresham Central Transit Center,45.50312374285715,-122.41925409774436,22.69409421875985
73436,1,TRANSIT_TO,2,14233,Gresham Central Transit Center,45.503124400000004,-122.41926484210526,23.534616226862067
73437,1,TRANSIT_TO,2,14233,Gresham Central Transit Center,45.50312505714286,-122.41927558646617,24.375138234964282
73438,1,TRANSIT_TO,2,14233,Gresham Central Transit Center,45.503125714285716,-122.41928633082706,25.215660243066502
73439,1,TRANSIT_TO,2,14233,Gresham Central Transit Center,45.50312637142857,-122.41929707518797,26.056182251168718
73440,1,TRANSIT_TO,2,14233,Gresham Central Transit Center,45.503127028571434,-122.41930781954888,26.896704259270933
73441,1,TRANSIT_TO,2,14233,Gresham Central Transit Center,45.50312768571429,-122.41931856390978,27.73722626737315
73442,1,TRANSIT_TO,2,14233,Gresham Central Transit Center,45.503128342857146,-122.41932930827068,28.577748275475365
73443,1,TRANSIT_TO,2,14233,Gresham Central Transit Center,45.503129,-122.41934005263158,29.418270283577584
73444,1,TRANSIT_TO,2,14233,Gresham Central Transit Center,45.50312965714286,-122.41935079699249,30.2587922916798
73445,1,TRANSIT_TO,2,14233,Gresham Central Transit Center,45.50313031428572,-122.41936154135338,31.099314299782016
73446,1,TRANSIT_TO,2,14233,Gresham Central Transit Center,45.503130971428575,-122.41937228571429,31.939836307884235
73447,1,TRANSIT_TO,2,14233,Gresham Central Transit Center,45.50313162857143,-122.4193830300752,32.78035831598645
73448,1,TRANSIT_TO,2,14233,Gresham Central Transit Center,45.50313228571429,-122.41939377443609,33.62088032408867
